Victory,Pax,Mars,Jupiter,Securitas,Liberalitas,Salus,Pietas,Pudicitia,Concordia
-0.003449975,0.023255814,-0.010660981,-0.047138047,0,0,-0.027624309,0.035971223,0.210526316,-0.103942652
0.004451039,-0.039772727,-0.004310345,-0.03180212,0.043209877,0,-0.011363636,0.013888889,0.173913043,-0.012
0.029542097,-0.053254438,0.028138528,-0.018248175,0,0.013888889,-0.16091954,-0.02739726,0,0.036437247
-0.00143472,-0.04375,0.042105263,0.003717472,-0.01183432,-0.01369863,0.020547945,0.049295775,0,0.0390625
0.00862069,0.006535948,0.01010101,-0.074074074,-0.077844311,0.097222222,-0.026845638,0.033557047,-0.037037037,0.056390977
0.023266857,-0.051948052,-0.022,-0.004,0.084415584,0.03164557,0.006896552,0.006493506,0,-0.039145907
0.014385151,-0.01369863,0.030674847,-0.064257028,0.143712575,0.079754601,-0.102739726,-0.012903226,0.153846154,-0.074074074
-0.005946935,0.006944444,0.045634921,0.004291845,0.068062827,-0.056818182,-0.061068702,-0.111111111,0,0.004
0.02807179,0.055172414,0.089184061,-0.012820513,0.06372549,-0.012048193,-0.024390244,-0.014705882,0.066666667,-0.039840637
-0.041181737,0.065359477,-0.076655052,0.147186147,0.129032258,-0.051829268,-0.025,0.141791045,0.125,0.058091286
-0.006069094,-0.061349693,-0.113207547,0.237735849,0.057142857,0.003215434,0.085470085,0.032679739,0.333333333,-0.003921569
-0.06434946,-0.405228758,-0.208510638,0.518292683,0.281853282,-0.016025641,0.543307087,-0.139240506,-0.0625,-0.051181102
0.026606426,-0.472527473,-0.088709677,0.060240964,0.138554217,0.026058632,0.260204082,0.102941176,0.177777778,-0.074688797
-0.017114914,-0.104166667,0.026548673,0.001893939,-0.042328042,0.117460317,-0.036437247,-0.013333333,0.075471698,0.112107623
-0.037810945,0.325581395,0.011494253,-0.011342155,-0.069060773,0.039772727,0.079831933,0.060810811,0.087719298,0.129032258
-0.037745605,0.087719298,0.079545455,0.007648184,-0.041543027,0.010928962,0.015564202,0,0.14516129,0.067857143
-0.032778076,-0.016129032,0.152631579,0.064516129,-0.080495356,0.094594595,0.137931034,-0.070063694,0.126760563,0.040133779
-0.008888889,0.459016393,0.057077626,0.017825312,0.104377104,0.017283951,0.070707071,-0.068493151,-0.0625,-0.006430868
-0.018497758,0.494382022,0.028077754,0.082311734,0.030487805,0.072815534,0.047169811,-0.022058824,0.013333333,-0.122977346
0.009137636,0.015037594,0.092436975,0.04368932,0.026627219,0.067873303,-0.003003003,-0.022556391,0.013157895,-0.05904059
-0.019807583,0.296296296,0.063461538,-0.007751938,0.034582133,-0.012711864,0.009036145,-0.030769231,0.012987013,-0.066666667
-0.031755196,0.188571429,0.066907776,0.0125,0.036211699,-0.025751073,0.023880597,0,-0.012820513,-0.004201681
-0.041741205,0.149038462,0.138983051,-0.007716049,-0.018817204,-0.024229075,0.008746356,0.007936508,-0.051948052,-0.054852321
-0.031736154,-0.008368201,0.02827381,0.029548989,-0.008219178,0.0248307,-0.023121387,0.023622047,-0.01369863,-0.049107143
0.001928021,0.004219409,-0.04341534,0.012084592,0.005524862,0.026431718,-0.00887574,-0.1,0.083333333,-0.089201878
-0.033996151,-0.008403361,0.004538578,0.028358209,-0.013736264,-0.027896996,-0.014925373,-0.076923077,0.012820513,-0.087628866
-0.073041169,0.004237288,0.048192771,0.053701016,-0.030640669,-0.030905077,0.009090909,-0.018518519,0.025316456,-0.005649718
-0.035100287,0.008438819,0,0.022038567,-0.08045977,-0.050113895,0.006006006,0.009433962,-0.061728395,0.011363636
-0.038604306,0.020920502,-0.002873563,0.033692722,-0.028125,0.019184652,0.020895522,0.065420561,0.026315789,0.016853933
-0.050965251,0.110655738,-0.024495677,0.018252934,0.003215434,0.04,0.035087719,0.00877193,0,0.005524862
0.061025224,0.081180812,0.069423929,-0.010243278,0.044871795,0.113122172,0.124293785,-0.043478261,0.064102564,0.06043956
-0.002300613,0.098976109,0.033149171,-0.062095731,0.006134969,0.018292683,0.070351759,-0.009090909,-0.096385542,0.041450777
0.098385857,0.403726708,0.07486631,-0.248275862,-0.283536585,0.123752495,-0.025821596,0.082568807,0.066666667,0.417910448
-0.030790763,0.101769912,0.104477612,-0.036697248,-0.255319149,0.026642984,-0.142168675,-0.144067797,-0.075,0.133333333
-0.063537906,0.064257028,-0.010135135,0.022857143,0.034285714,0.169550173,0.019662921,-0.099009901,-0.148648649,0.229102167
-0.00385505,0.022641509,0.010238908,0.089385475,0.077348066,0.025147929,-0.005509642,0.032967033,-0.079365079,-0.055415617
0.013931889,0.007380074,-0.013513514,0.075213675,0.035897436,0.015873016,-0.066481994,-0.042553191,-0.362068966,-0.082666667
0.051908397,0.093406593,-0.073059361,-0.025437202,0.138613861,-0.075284091,-0.160237389,-0.066666667,-0.378378378,0.023255814
0.034107402,-0.011725293,0.03817734,-0.061990212,-0.065217391,-0.035330261,-0.134275618,0.273809524,0,0.022727273
0.005614035,-0.057627119,-0.023724792,-0.085217391,0.027906977,-0.065286624,0.057142857,0.214953271,1.652173913,0.080555556
-0.009769714,0.028776978,-0.07290401,-0.043726236,0.104072398,-0.039182283,0.088803089,0.115384615,0,0.020565553
-0.00422833,-0.075174825,-0.098296199,-0.023856859,-0.040983607,0.017730496,0.017730496,0.2,0.360655738,0.065491184
-0.024769993,0.011342155,-0.07994186,-0.018329939,-0.068376068,-0.003484321,-0.003484321,0.212643678,0,0.085106383
-0.008708273,0.072897196,-0.241706161,-0.080912863,-0.032110092,0.041958042,-0.01048951,-0.037914692,0.578313253,-0.002178649
0.001464129,0.010452962,-0.104166667,-0.126410835,0.018957346,-0.062080537,-0.014134276,-0.009852217,0.419847328,-0.015283843
-0.005116959,0.110344828,0.065116279,-0.217054264,0.065116279,-0.135957066,-0.025089606,0.07960199,0.532258065,-0.053215078
0.0095518,0.097826087,-0.098253275,-0.141914191,-0.087336245,-0.109730849,0.040441176,0.069124424,-0.028070175,0.032786885
0.024745269,0.056577086,-0.00968523,-0.011538462,0.014354067,0.055813953,0.017667845,0.064655172,-0.036101083,0.01814059
0.066761364,-0.045515395,-0.070904645,0.630350195,-0.047169811,-0.013215859,-0.013888889,-0.044534413,-0.04494382,0.158129176
0.040612517,-0.028050491,-0.063157895,0.116945107,-0.024752475,0.055803571,-0.028169014,-0.029661017,-0.02745098,0.017307692
0.074856046,-0.062049062,-0.117977528,0.081196581,0.045685279,0.031712474,-0.057971014,-0.004366812,-0.044354839,-0.043478261
-0.008928571,0.024615385,0.047770701,-0.053359684,-0.072815534,-0.018442623,0.046153846,-0.074561404,-0.092827004,0.043478261
0.035435435,-0.061561562,-0.009118541,0.118997912,0.005235602,-0.073068894,-0.022058824,-0.071090047,-0.069767442,-0.089015152
0.052204176,-0.0848,0.122699387,-0.02238806,-0.026041667,-0.056306306,-0.071428571,0.010204082,0.03,-0.074844075
-0.025909592,-0.012237762,0.087431694,0.003816794,0.005347594,-0.007159905,-0.036437247,-0.01010101,0,-0.049438202
