Year Before;Lead;
1950;pg/g;Missing values -0.999
1799,5;2,4;
1798,5;2,49;
1797,5;2,13;
1796,5;2,93;
1795,5;2,9;
1794,5;2,91;
1793,5;-0,999;
1792,5;2,27;
1791,5;3,85;
1790,5;3;
1789,5;2,57;
1788,5;-0,999;
1787,5;3,22;
1786,5;2,75;
1785,5;2,41;
1784,5;3,33;
1783,5;2,48;
1782,5;2,08;
1781,5;1,15;
1780,5;1,86;
1779,5;2,24;
1778,5;3,05;
1777,5;3,06;
1776,5;4,41;
1775,5;3,12;
1774,5;2,17;
1773,5;1,67;
1772,5;1,96;
1771,5;2,32;
1770,5;2,34;
1769,5;1,93;
1768,5;1,88;
1767,5;2,03;
1766,5;4,14;
1765,5;2,56;
1764,5;1,44;
1763,5;1,65;
1762,5;2,71;
1761,5;2,2;
1760,5;1,84;
1759,5;2;
1758,5;3,91;
1757,5;1,7;
1756,5;1,75;
1755,5;1,38;
1754,5;1,76;
1753,5;2,04;
1752,5;1,3;
1751,5;2,49;
1750,5;1,55;
1749,5;2,28;
1748,5;3,07;
1747,5;2,41;
1746,5;2,24;
1745,5;3,03;
1744,5;3,14;
1743,5;3,22;
1742,5;1,63;
1741,5;1,11;
1740,5;1,53;
1739,5;2,08;
1738,5;1,81;
1737,5;1,53;
1736,5;-0,999;
1735,5;-0,999;
1734,5;1,1;
1733,5;1,23;
1732,5;2,82;
1731,5;1,28;
1730,5;1,3;
1729,5;1,32;
1728,5;2,08;
1727,5;2,5;
1726,5;1,44;
1725,5;1,87;
1724,5;3,09;
1723,5;2,56;
1722,5;1,97;
1721,5;1,75;
1720,5;2,16;
1719,5;2,57;
1718,5;1,54;
1717,5;1,4;
1716,5;2,59;
1715,5;2,4;
1714,5;1,67;
1713,5;1,71;
1712,5;1,36;
1711,5;1,47;
1710,5;1,72;
1709,5;1,61;
1708,5;2,45;
1707,5;2;
1706,5;2,1;
1705,5;1,95;
1704,5;1,77;
1703,5;1,15;
1702,5;1,37;
1701,5;1,17;
1700,5;1,73;
1699,5;1,69;
1698,5;1,44;
1697,5;2,81;
1696,5;2,46;
1695,5;3,42;
1694,5;-0,999;
1693,5;1,72;
1692,5;1,8;
1691,5;2,07;
1690,5;1,7;
1689,5;2,18;
1688,5;1,12;
1687,5;1,57;
1686,5;2,49;
1685,5;1,87;
1684,5;2,53;
1683,5;1,63;
1682,5;1,75;
1681,5;1,41;
1680,5;1,39;
1679,5;1,17;
1678,5;1,29;
1677,5;2,17;
1676,5;2,33;
1675,5;1,96;
1674,5;1,55;
1673,5;1,74;
1672,5;1,53;
1671,5;2,97;
1670,5;2,66;
1669,5;2,54;
1668,5;1,87;
1667,5;1,87;
1666,5;1,98;
1665,5;3,39;
1664,5;2,89;
1663,5;3,12;
1662,5;2,07;
1661,5;1,33;
1660,5;1,88;
1659,5;2,94;
1658,5;1,94;
1657,5;2,26;
1656,5;1,67;
1655,5;1,94;
1654,5;1,63;
1653,5;1,11;
1652,5;1,24;
1651,5;2,85;
1650,5;2,01;
1649,5;1,6;
1648,5;2,1;
1647,5;1,19;
1646,5;1,74;
1645,5;2,22;
1644,5;1,9;
1643,5;1,87;
1642,5;1,93;
1641,5;1,77;
1640,5;2,24;
1639,5;1,98;
1638,5;1,49;
1637,5;1,12;
1636,5;1,74;
1635,5;2,91;
1634,5;2,09;
1633,5;1,54;
1632,5;2,12;
1631,5;2,9;
1630,5;2,37;
1629,5;1,76;
1628,5;1,22;
1627,5;0,94;
1626,5;1,01;
1625,5;1,57;
1624,5;-0,999;
1623,5;2,82;
1622,5;2,16;
1621,5;2,21;
1620,5;1,77;
1619,5;1,26;
1618,5;1,76;
1617,5;1,56;
1616,5;3,59;
1615,5;-0,999;
1614,5;1,79;
1613,5;1,27;
1612,5;2,2;
1611,5;-0,999;
1610,5;1,01;
1609,5;3,77;
1608,5;3,46;
1607,5;1,84;
1606,5;2,84;
1605,5;2,24;
1604,5;2,08;
1603,5;1,78;
1602,5;2,08;
1601,5;1,72;
1600,5;2,47;
1599,5;1,16;
1598,5;1,76;
1597,5;2,5;
1596,5;3,47;
1595,5;2,57;
1594,5;2,31;
1593,5;2;
1592,5;-0,999;
1591,5;-0,999;
1590,5;-0,999;
1589,5;-0,999;
1588,5;-0,999;
1587,5;-0,999;
1586,5;-0,999;
1585,5;-0,999;
1584,5;-0,999;
1583,5;-0,999;
1582,5;2,73;
1581,5;1,65;
1580,5;1,87;
1579,5;1,07;
1578,5;2,38;
1577,5;1,75;
1576,5;1,59;
1575,5;2,76;
1574,5;2,54;
1573,5;1,47;
1572,5;2,23;
1571,5;2,28;
1570,5;2,24;
1569,5;2,2;
1568,5;1,96;
1567,5;1,62;
1566,5;1,78;
1565,5;1,89;
1564,5;3,1;
1563,5;1,71;
1562,5;1,66;
1561,5;3,68;
1560,5;2,16;
1559,5;1,75;
1558,5;1,19;
1557,5;1,77;
1556,5;1,7;
1555,5;1,16;
1554,5;2,57;
1553,5;2,69;
1552,5;1,7;
1551,5;1,61;
1550,5;2,29;
1549,5;2,14;
1548,5;3,37;
1547,5;2,74;
1546,5;1,85;
1545,5;1,68;
1544,5;1,92;
1543,5;1,9;
1542,5;1,3;
1541,5;2,09;
1540,5;2,1;
1539,5;1,62;
1538,5;1,76;
1537,5;2,45;
1536,5;1,23;
1535,5;3,22;
1534,5;1,63;
1533,5;1,36;
1532,5;1,45;
1531,5;1,88;
1530,5;2,23;
1529,5;2,58;
1528,5;1,3;
1527,5;1,49;
1526,5;2,79;
1525,5;1,37;
1524,5;3,07;
1523,5;4,07;
1522,5;1,66;
1521,5;1,31;
1520,5;1,23;
1519,5;1,08;
1518,5;2,15;
1517,5;2,58;
1516,5;2,24;
1515,5;1,69;
1514,5;1,15;
1513,5;1,8;
1512,5;2,59;
1511,5;2,41;
1510,5;1,58;
1509,5;1,32;
1508,5;2,09;
1507,5;2;
1506,5;2,47;
1505,5;1,13;
1504,5;1,28;
1503,5;1,49;
1502,5;1,79;
1501,5;1,9;
1500,5;1,49;
1499,5;2,03;
1498,5;1,93;
1497,5;2,43;
1496,5;1,93;
1495,5;1,56;
1494,5;0,79;
1493,5;1,13;
1492,5;1,81;
1491,5;1,27;
1490,5;0,74;
1489,5;1,7;
1488,5;1,68;
1487,5;2,94;
1486,5;2,31;
1485,5;2,03;
1484,5;2,2;
1483,5;1,03;
1482,5;2,04;
1481,5;2,41;
1480,5;1,57;
1479,5;1,53;
1478,5;1,24;
1477,5;2,31;
1476,5;1,8;
1475,5;2,98;
1474,5;1,39;
1473,5;1,4;
1472,5;1,72;
1471,5;2,1;
1470,5;1,88;
1469,5;1,71;
1468,5;1,52;
1467,5;1,84;
1466,5;1,69;
1465,5;1,79;
1464,5;1,37;
1463,5;1,19;
1462,5;-0,999;
1461,5;-0,999;
1460,5;1,4;
1459,5;2,06;
1458,5;2,22;
1457,5;1,36;
1456,5;1,31;
1455,5;1,63;
1454,5;1,99;
1453,5;1,28;
1452,5;1,97;
1451,5;2,18;
1450,5;1,58;
1449,5;1,21;
1448,5;1,93;
1447,5;2,01;
1446,5;1,79;
1445,5;1,23;
1444,5;1,85;
1443,5;1,29;
1442,5;2,78;
1441,5;2,67;
1440,5;2,54;
1439,5;1,82;
1438,5;1,93;
1437,5;2,02;
1436,5;3,03;
1435,5;1,59;
1434,5;1,55;
1433,5;2,18;
1432,5;1,5;
1431,5;0,94;
1430,5;1,84;
1429,5;2,54;
1428,5;2,56;
1427,5;1,81;
1426,5;1,85;
1425,5;1,47;
1424,5;1,7;
1423,5;1,94;
1422,5;1,58;
1421,5;0,92;
1420,5;1,5;
1419,5;1,51;
1418,5;1,29;
1417,5;1,61;
1416,5;2,2;
1415,5;1,66;
1414,5;3,14;
1413,5;1,92;
1412,5;1,64;
1411,5;1,92;
1410,5;1,88;
1409,5;2,83;
1408,5;2,56;
1407,5;2,98;
1406,5;2,93;
1405,5;2,03;
1404,5;2,65;
1403,5;1,85;
1402,5;1,24;
1401,5;2,83;
1400,5;2,98;
1399,5;1,41;
1398,5;1,79;
1397,5;1,75;
1396,5;2,3;
1395,5;2,21;
1394,5;1,77;
1393,5;1,41;
1392,5;1,42;
1391,5;2,23;
1390,5;1,94;
1389,5;1,44;
1388,5;1,77;
1387,5;2,21;
1386,5;2,5;
1385,5;1,02;
1384,5;2;
1383,5;2,16;
1382,5;1,38;
1381,5;2,32;
1380,5;2,42;
1379,5;1,22;
1378,5;1,28;
1377,5;1,47;
1376,5;2,67;
1375,5;2,28;
1374,5;1,2;
1373,5;2,18;
1372,5;1,61;
1371,5;1,43;
1370,5;2,09;
1369,5;1,81;
1368,5;2,51;
1367,5;1,54;
1366,5;1,35;
1365,5;1,75;
1364,5;1,69;
1363,5;1,84;
1362,5;2,16;
1361,5;1,93;
1360,5;2,06;
1359,5;1,67;
1358,5;2,23;
1357,5;2,94;
1356,5;1,93;
1355,5;3,19;
1354,5;2,29;
1353,5;1,99;
1352,5;2,62;
1351,5;1,67;
1350,5;1,14;
1349,5;1,89;
1348,5;1,59;
1347,5;1,53;
1346,5;2,26;
1345,5;2,44;
1344,5;3,71;
1343,5;1,89;
1342,5;2,38;
1341,5;1,85;
1340,5;2,43;
1339,5;2,61;
1338,5;2,35;
1337,5;2,05;
1336,5;2,12;
1335,5;3,54;
1334,5;2,03;
1333,5;2,62;
1332,5;2,88;
1331,5;1,92;
1330,5;2,19;
1329,5;1,94;
1328,5;3,01;
1327,5;2,1;
1326,5;3,63;
1325,5;3,1;
1324,5;2,63;
1323,5;4,6;
1322,5;4,02;
1321,5;3,14;
1320,5;1,63;
1319,5;1,5;
1318,5;3,29;
1317,5;2,51;
1316,5;1,12;
1315,5;1,78;
1314,5;2,09;
1313,5;1,28;
1312,5;1,15;
1311,5;2,19;
1310,5;1,91;
1309,5;1,67;
1308,5;3,57;
1307,5;2,36;
1306,5;1,25;
1305,5;1,42;
1304,5;1,06;
1303,5;1,74;
1302,5;1,69;
1301,5;3,83;
1300,5;2,26;
1299,5;1,83;
1298,5;2,27;
1297,5;1,77;
1296,5;3,7;
1295,5;1,65;
1294,5;2,33;
1293,5;2,55;
1292,5;2,23;
1291,5;1,21;
1290,5;1,69;
1289,5;1,55;
1288,5;-0,999;
1287,5;1,45;
1286,5;1,85;
1285,5;2,2;
1284,5;3,39;
1283,5;3,35;
1282,5;1,98;
1281,5;1,6;
1280,5;2,44;
1279,5;2,19;
1278,5;1,94;
1277,5;2,2;
1276,5;2,99;
1275,5;-0,999;
1274,5;-0,999;
1273,5;-0,999;
1272,5;-0,999;
1271,5;-0,999;
1270,5;-0,999;
1269,5;-0,999;
1268,5;3,75;
1267,5;4,65;
1266,5;2,61;
1265,5;2,9;
1264,5;4,19;
1263,5;4,22;
1262,5;3,01;
1261,5;2,03;
1260,5;1,96;
1259,5;2,25;
1258,5;1,82;
1257,5;2,46;
1256,5;2,54;
1255,5;1,62;
1254,5;2,37;
1253,5;3,31;
1252,5;2,09;
1251,5;1,58;
1250,5;1,29;
1249,5;2,64;
1248,5;2,41;
1247,5;2,41;
1246,5;2,48;
1245,5;2,8;
1244,5;2,91;
1243,5;4,38;
1242,5;3,84;
1241,5;1,92;
1240,5;1,55;
1239,5;2,84;
1238,5;2,99;
1237,5;2,28;
1236,5;2,94;
1235,5;4,22;
1234,5;3,37;
1233,5;4,3;
1232,5;2,79;
1231,5;1,81;
1230,5;2,1;
1229,5;2,23;
1228,5;2,81;
1227,5;4,1;
1226,5;2,45;
1225,5;3,15;
1224,5;5,33;
1223,5;2,23;
1222,5;2,08;
1221,5;1,79;
1220,5;2,71;
1219,5;2,16;
1218,5;2,28;
1217,5;2,35;
1216,5;2,02;
1215,5;2,21;
1214,5;1,8;
1213,5;2,2;
1212,5;3,33;
1211,5;3,39;
1210,5;3;
1209,5;2,78;
1208,5;2,05;
1207,5;2,17;
1206,5;2,34;
1205,5;2,49;
1204,5;3,45;
1203,5;2,3;
1202,5;2,68;
1201,5;2,24;
1200,5;2,9;
1199,5;3,15;
1198,5;4,49;
1197,5;3,25;
1196,5;2,48;
1195,5;6,39;
1194,5;2,96;
1193,5;2,5;
1192,5;3,74;
1191,5;2,94;
1190,5;2,62;
1189,5;3,32;
1188,5;3,02;
1187,5;3,58;
1186,5;3,84;
1185,5;2,9;
1184,5;3,21;
1183,5;3,55;
1182,5;5,74;
1181,5;-0,999;
1180,5;6,22;
1179,5;6,43;
1178,5;6,54;
1177,5;3,99;
1176,5;8,71;
1175,5;8;
1174,5;9,21;
1173,5;12,22;
1172,5;7,01;
1171,5;5,09;
1170,5;6,1;
1169,5;4,49;
1168,5;4,24;
1167,5;3,94;
1166,5;4,06;
1165,5;4,28;
1164,5;5,63;
1163,5;6,32;
1162,5;5,43;
1161,5;8,06;
1160,5;6,38;
1159,5;4,35;
1158,5;4,31;
1157,5;9,22;
1156,5;6,56;
1155,5;3,5;
1154,5;4,63;
1153,5;3,28;
1152,5;4,48;
1151,5;4,73;
1150,5;8,23;
1149,5;4,71;
